key,0,1,2,3,4,5,6,7,8,9,10,11,12
104,"","",0,0,0,0,False,0,0,0,0,0,0
105,"","",0,0,0,0,False,0,0,0,0,0,0
106,"","",0,0,0,0,False,0,0,0,0,0,0
107,"","",0,0,0,0,False,0,0,0,0,0,0
108,"","",0,0,0,0,False,0,0,0,0,0,0
109,"","",0,0,0,0,False,0,0,0,0,0,0
110,"","",0,0,0,0,False,0,0,0,0,0,0
111,"","",0,0,0,0,False,0,0,0,0,0,0
112,"","",0,0,0,0,False,0,0,0,0,0,0
113,"","",0,0,0,0,False,0,0,0,0,0,0
114,"","",0,0,0,0,False,0,0,0,0,0,0
115,"","",0,0,0,0,False,0,0,0,0,0,0
116,"","",0,0,0,0,False,0,0,0,0,0,0
117,"","",0,0,0,0,False,0,0,0,0,0,0
118,"","",0,0,0,0,False,0,0,0,0,0,0
119,"","",0,0,0,0,False,0,0,0,0,0,0
