#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Item1,Item2,PopRange0,PopRange1,PopRange2,Unknown5,Unknown6,Unknown7,Unknown8,Image,PlaceName,Unknown9,Objective1,Objective2,Objective3,RequiredAmount1,RequiredAmount2,Unknown10,Unknown11,Unknown12,Unknown13
14,탐사 임무: 고대종 알 확보,"박물학 연구의 일환으로 고대종의 알을 확보했으면 한다. 꼭꼭 숨긴 알은 찾기가 어려우니, 알을 좋아하는 탐욕스러운 쥐들을 이용하라.
우선 마물을 처리하면서 주변을 탐색하다가, 쥐가 나타나면 신속히 제거한 후 알을 빼앗아 회수 지점으로 운반하라.

임무 중에는 '활동 평가'를 확인하며 주변 탐사를 병행하기 바란다.

※ 돌발 임무를 완료하면 '활동 평가'가 쌓입니다.","회수 지점 도착 확인……
거기까지만 옮겨주면 나머지는 우리가 회수하겠다.","모험가 제군의 협조에 감사한다.
보상을 받아갈 수 있도록 조치했다.","이제부터는 에테르홀을 이용하여 경계 저편으로 가보거나
자유롭게 탐사하기 바란다…… 모두에게 행운이 있기를!",0,0,6710325,6710311,6710311,0,0,6798619,6798618,111101,0,0,43,45,47,3,3,2,0,0,5
15,탐사 임무: 시약 효과 시험,"우리 아유나르트 가에서는 디아뎀 제도 탐사 사업을 원활하게 진행하고자 기술 개발에도 힘쓰고 있다. 이번에 그 일환으로 어떤 시약을 조제하는 데 성공했지.
이 '약화 시약'은 특정 생물의 전투 능력을 감소시키는 효과가 있을 것으로 기대되는데, 약효를 직접 확인하고자 하니 모험가 제군이 효과를 시험해 다오.

임무 중에는 '활동 평가'를 확인하며 주변 탐사를 병행하기 바란다.

※ 돌발 임무를 완료하면 '활동 평가'가 쌓입니다.","여기는 아유나르트 관제탑……
시약의 약효 시험이 완료된 것을 확인했다.","모험가 제군의 협조에 감사한다.
보상을 받아갈 수 있도록 조치했다.","이제부터는 에테르홀을 이용하여 경계 저편으로 가보거나
자유롭게 탐사하기 바란다…… 모두에게 행운이 있기를!",2002061,0,6710324,6710289,6710306,0,0,0,6887967,111101,2745,0,51,55,58,1,3,3,0,0,0
16,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,탐사 임무: 과다성 크리스탈 수집,"속성의 힘이 급변하는 디아뎀 제도에서는 에테르 결정화가 진행되고 있다. 강력한 속성의 힘을 띤 이 크리스탈은 중요한 자원이 될 수도 있으므로, 모험가 제군에게 이 '과다성 크리스탈' 수집을 의뢰하고자 한다. 수집한 자원은 '풍요호 좌초 지점'에 있는 '아유나르트 가 비행사'에게 납품하라.

임무 중에는 '활동 평가'를 확인하며 주변 탐사를 병행하기 바란다.

※ 돌발 임무를 완료하면 '활동 평가'가 쌓입니다.","여기는 아유나르트 관제탑……
모든 탐사 임무가 완료된 것을 확인했다.","모험가 제군의 협조에 감사한다.
보상을 받아갈 수 있도록 조치했다.","이제부터는 에테르홀을 이용하여 경계 저편으로 가보거나
자유롭게 탐사하기 바란다…… 모두에게 행운이 있기를!",2002043,2002046,6798648,6798628,6710324,0,0,0,6710323,111101,0,0,15,23,25,4,4,1,0,0,0
18,탐사 임무: 위험한 마수 처치 ,"짙은 에테르에 이끌려서인지, 디아뎀 제도에는 위험한 생물이 넘쳐난다. 이들이 우리 탐사 사업에 큰 방해가 되리라는 것은 자명하다.
이에 모험가 제군이 전투력을 발휘하여 위험한 생물을 처치해줬으면 한다. 특수한 향이 나는 '유인향 덫'을 사용해여 해당 생물을 끌어내 처치하라.

임무 중에는 '활동 평가'를 확인하며 주변 탐사를 병행하기 바란다.

※ 돌발 임무를 완료하면 '활동 평가'가 쌓입니다.","여기는 아유나르트 관제탑……
예상 밖의 강적이 나타났으나, 제거된 것을 확인했다.","모험가 제군의 협조에 감사한다.
보상을 받아갈 수 있도록 조치했다.","이제부터는 에테르홀을 이용하여 경계 저편으로 가보거나
자유롭게 탐사하기 바란다…… 모두에게 행운이 있기를!",0,0,6710295,6788805,6788805,0,0,0,6887984,111101,0,0,78,65,93,3,3,2,0,0,0
19,탐사 임무: 위험한 마수 처치 ,"짙은 에테르에 이끌려서인지, 디아뎀 제도에는 위험한 생물이 넘쳐난다. 이들이 우리 탐사 사업에 큰 방해가 되리라는 것은 자명하다.
이에 모험가 제군이 전투력을 발휘하여 위험한 생물을 처치해줬으면 한다. 특수한 향이 나는 '유인향 덫'을 사용해여 해당 생물을 끌어내 처치하라.

임무 중에는 '활동 평가'를 확인하며 주변 탐사를 병행하기 바란다.

※ 돌발 임무를 완료하면 '활동 평가'가 쌓입니다.","여기는 아유나르트 관제탑……
예상 밖의 강적이 나타났으나, 제거된 것을 확인했다.","모험가 제군의 협조에 감사한다.
보상을 받아갈 수 있도록 조치했다.","이제부터는 에테르홀을 이용하여 경계 저편으로 가보거나
자유롭게 탐사하기 바란다…… 모두에게 행운이 있기를!",0,0,6710340,6710314,6710314,0,0,0,6887969,111101,0,0,75,83,90,3,3,2,0,0,0
20,탐사 임무: 위험한 마수 처치 ,"짙은 에테르에 이끌려서인지, 디아뎀 제도에는 위험한 생물이 넘쳐난다. 이들이 우리 탐사 사업에 큰 방해가 되리라는 것은 자명하다.
이에 모험가 제군이 전투력을 발휘하여 위험한 생물을 처치해줬으면 한다. 특수한 향이 나는 '유인향 덫'을 사용해여 해당 생물을 끌어내 처치하라.

임무 중에는 '활동 평가'를 확인하며 주변 탐사를 병행하기 바란다.

※ 돌발 임무를 완료하면 '활동 평가'가 쌓입니다.","여기는 아유나르트 관제탑……
모든 탐사 임무가 완료된 것을 확인했다.","모험가 제군의 협조에 감사한다.
보상을 받아갈 수 있도록 조치했다.","이제부터는 에테르홀을 이용하여 경계 저편으로 가보거나
자유롭게 탐사하기 바란다…… 모두에게 행운이 있기를!",0,0,6710307,6710345,6710286,0,0,0,6887958,111101,0,0,80,85,72,3,3,3,0,0,0
21,탐사 임무: 구름바다종 표본 수집,"하늘섬 특유의 격리된 환경 덕에 디아뎀 제도에는 희귀한 고대종 생물이 서식하고 있다. 개중에는 속성의 힘이 작용하여 변이를 일으킨 개체도 있는 듯하다.
이 특이한 생물군의 표본을 채취해 박물학적으로 조사하려고 한다. '유인향 덫'을 사용하여 대상 생물을 유인한 뒤 처치하고, 표본을 채취하라.

임무 중에는 '활동 평가'를 확인하며 주변 탐사를 병행하기 바란다.

※ 돌발 임무를 완료하면 '활동 평가'가 쌓입니다.","여기는 아유나르트 관제탑……
모든 탐사 임무가 완료된 것을 확인했다.","모험가 제군의 협조에 감사한다.
보상을 받아갈 수 있도록 조치했다.","이제부터는 에테르홀을 이용하여 경계 저편으로 가보거나
자유롭게 탐사하기 바란다…… 모두에게 행운이 있기를!",2002064,2002062,6710306,6710321,6710324,0,0,0,6710323,111101,0,0,29,32,36,3,3,1,0,0,0
22,탐사 임무: 유인향 재료 확보,"우리 아유나르트 가에서 탐사 사업을 진행한 결과, 디아뎀 제도에 서식하는 일부 생물이 다른 종을 유인하는 냄새를 풍긴다는 사실이 판명되었다.
이 효과를 이용한 '유인향'을 제작하여 전투를 효율적으로 이끌고자 한다. 지정한 두 지점에 가, 특정 종을 처치하고 재료를 확보하기 바란다.

임무 중에는 '활동 평가'를 확인하며 주변 탐사를 병행하기 바란다.

※ 돌발 임무를 완료하면 '활동 평가'가 쌓입니다.","여기는 아유나르트 관제탑……
모든 탐사 임무가 완료된 것을 확인했다.","모험가 제군의 협조에 감사한다.
보상을 받아갈 수 있도록 조치했다.","이제부터는 에테르홀을 이용하여 경계 저편으로 가보거나
자유롭게 탐사하기 바란다…… 모두에게 행운이 있기를!",2002059,2002060,6710336,6710298,6710324,0,0,0,6710323,111101,0,0,48,49,50,3,3,1,0,0,0
23,탐사 임무: 고대종 알 확보,"박물학 연구의 일환으로 고대종의 알을 확보했으면 한다. 꼭꼭 숨긴 알은 찾기가 어려우니, 알을 좋아하는 탐욕스러운 쥐들을 이용하라.
우선 마물을 처리하면서 주변을 탐색하다가, 쥐가 나타나면 신속히 제거한 후 알을 빼앗아 회수 지점으로 운반하라.

임무 중에는 '활동 평가'를 확인하며 주변 탐사를 병행하기 바란다.

※ 돌발 임무를 완료하면 '활동 평가'가 쌓입니다.","회수 지점 도착 확인……
거기까지만 옮겨주면 나머지는 우리가 회수하겠다.","모험가 제군의 협조에 감사한다.
보상을 받아갈 수 있도록 조치했다.","이제부터는 에테르홀을 이용하여 경계 저편으로 가보거나
자유롭게 탐사하기 바란다…… 모두에게 행운이 있기를!",0,0,6710317,6710329,6710329,0,0,6798623,6798622,111101,0,0,38,44,47,3,3,2,0,0,5
24,탐사 임무: 고대종 알 확보,"박물학 연구의 일환으로 고대종의 알을 확보했으면 한다. 꼭꼭 숨긴 알은 찾기가 어려우니, 알을 좋아하는 탐욕스러운 쥐들을 이용하라.
우선 마물을 처리하면서 주변을 탐색하다가, 쥐가 나타나면 신속히 제거한 후 알을 빼앗아 회수 지점으로 운반하라.

임무 중에는 '활동 평가'를 확인하며 주변 탐사를 병행하기 바란다.

※ 돌발 임무를 완료하면 '활동 평가'가 쌓입니다.","회수 지점 도착 확인……
거기까지만 옮겨주면 나머지는 우리가 회수하겠다.","모험가 제군의 협조에 감사한다.
보상을 받아갈 수 있도록 조치했다.","이제부터는 에테르홀을 이용하여 경계 저편으로 가보거나
자유롭게 탐사하기 바란다…… 모두에게 행운이 있기를!",0,0,6710289,6710320,6710320,0,0,6798621,6798620,111101,0,0,40,46,47,3,3,2,0,0,5
25,탐사 임무: 시약 효과 시험,"우리 아유나르트 가에서는 디아뎀 제도 탐사 사업을 원활하게 진행하고자 기술 개발에도 힘쓰고 있다. 이번에 그 일환으로 어떤 시약을 조제하는 데 성공했지.
이 '약화 시약'은 특정 생물의 전투 능력을 감소시키는 효과가 있을 것으로 기대되는데, 약효를 직접 확인하고자 하니 모험가 제군이 효과를 시험해 다오.

임무 중에는 '활동 평가'를 확인하며 주변 탐사를 병행하기 바란다.

※ 돌발 임무를 완료하면 '활동 평가'가 쌓입니다.","여기는 아유나르트 관제탑……
시약의 약효 시험이 완료된 것을 확인했다.","모험가 제군의 협조에 감사한다.
보상을 받아갈 수 있도록 조치했다.","이제부터는 에테르홀을 이용하여 경계 저편으로 가보거나
자유롭게 탐사하기 바란다…… 모두에게 행운이 있기를!",2002061,0,6710324,6710299,6710285,0,0,0,6887957,111101,2745,0,51,53,57,1,3,3,0,0,0
26,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,탐사 임무: 과다성 크리스탈 수집,"속성의 힘이 급변하는 디아뎀 제도에서는 에테르 결정화가 진행되고 있다. 강력한 속성의 힘을 띤 이 크리스탈은 중요한 자원이 될 수도 있으므로, 모험가 제군에게 이 '과다성 크리스탈' 수집을 의뢰하고자 한다. 수집한 자원은 '풍요호 좌초 지점'에 있는 '아유나르트 가 비행사'에게 납품하라.

임무 중에는 '활동 평가'를 확인하며 주변 탐사를 병행하기 바란다.

※ 돌발 임무를 완료하면 '활동 평가'가 쌓입니다.","여기는 아유나르트 관제탑……
모든 탐사 임무가 완료된 것을 확인했다.","모험가 제군의 협조에 감사한다.
보상을 받아갈 수 있도록 조치했다.","이제부터는 에테르홀을 이용하여 경계 저편으로 가보거나
자유롭게 탐사하기 바란다…… 모두에게 행운이 있기를!",2002044,2002041,6798651,6798659,6710324,0,0,0,6710323,111101,0,0,16,24,25,4,4,1,0,0,0
28,탐사 임무: 위험한 마수 처치 ,"짙은 에테르에 이끌려서인지, 디아뎀 제도에는 위험한 생물이 넘쳐난다. 이들이 우리 탐사 사업에 큰 방해가 되리라는 것은 자명하다.
이에 모험가 제군이 전투력을 발휘하여 위험한 생물을 처치해줬으면 한다. 특수한 향이 나는 '유인향 덫'을 사용해여 해당 생물을 끌어내 처치하라.

임무 중에는 '활동 평가'를 확인하며 주변 탐사를 병행하기 바란다.

※ 돌발 임무를 완료하면 '활동 평가'가 쌓입니다.","여기는 아유나르트 관제탑……
모든 탐사 임무가 완료된 것을 확인했다.","모험가 제군의 협조에 감사한다.
보상을 받아갈 수 있도록 조치했다.","이제부터는 에테르홀을 이용하여 경계 저편으로 가보거나
자유롭게 탐사하기 바란다…… 모두에게 행운이 있기를!",0,0,6710316,6710341,6788805,0,0,0,6887984,111101,0,0,63,66,74,3,3,3,0,0,0
29,탐사 임무: 위험한 마수 처치 ,"짙은 에테르에 이끌려서인지, 디아뎀 제도에는 위험한 생물이 넘쳐난다. 이들이 우리 탐사 사업에 큰 방해가 되리라는 것은 자명하다.
이에 모험가 제군이 전투력을 발휘하여 위험한 생물을 처치해줬으면 한다. 특수한 향이 나는 '유인향 덫'을 사용해여 해당 생물을 끌어내 처치하라.

임무 중에는 '활동 평가'를 확인하며 주변 탐사를 병행하기 바란다.

※ 돌발 임무를 완료하면 '활동 평가'가 쌓입니다.","여기는 아유나르트 관제탑……
예상 밖의 강적이 나타났으나, 제거된 것을 확인했다.","모험가 제군의 협조에 감사한다.
보상을 받아갈 수 있도록 조치했다.","이제부터는 에테르홀을 이용하여 경계 저편으로 가보거나
자유롭게 탐사하기 바란다…… 모두에게 행운이 있기를!",0,0,6710285,6710328,6710328,0,0,0,6887975,111101,0,0,76,88,93,3,3,3,0,0,0
30,탐사 임무: 위험한 마수 처치 ,"짙은 에테르에 이끌려서인지, 디아뎀 제도에는 위험한 생물이 넘쳐난다. 이들이 우리 탐사 사업에 큰 방해가 되리라는 것은 자명하다.
이에 모험가 제군이 전투력을 발휘하여 위험한 생물을 처치해줬으면 한다. 특수한 향이 나는 '유인향 덫'을 사용해여 해당 생물을 끌어내 처치하라.

임무 중에는 '활동 평가'를 확인하며 주변 탐사를 병행하기 바란다.

※ 돌발 임무를 완료하면 '활동 평가'가 쌓입니다.","여기는 아유나르트 관제탑……
모든 탐사 임무가 완료된 것을 확인했다.","모험가 제군의 협조에 감사한다.
보상을 받아갈 수 있도록 조치했다.","이제부터는 에테르홀을 이용하여 경계 저편으로 가보거나
자유롭게 탐사하기 바란다…… 모두에게 행운이 있기를!",0,0,6710320,6710306,6710291,0,0,0,6887960,111101,0,0,79,84,71,3,3,3,0,0,0
31,탐사 임무: 구름바다종 표본 수집,"하늘섬 특유의 격리된 환경 덕에 디아뎀 제도에는 희귀한 고대종 생물이 서식하고 있다. 개중에는 속성의 힘이 작용하여 변이를 일으킨 개체도 있는 듯하다.
이 특이한 생물군의 표본을 채취해 박물학적으로 조사하려고 한다. '유인향 덫'을 사용하여 대상 생물을 유인한 뒤 처치하고, 표본을 채취하라.

임무 중에는 '활동 평가'를 확인하며 주변 탐사를 병행하기 바란다.

※ 돌발 임무를 완료하면 '활동 평가'가 쌓입니다.","여기는 아유나르트 관제탑……
모든 탐사 임무가 완료된 것을 확인했다.","모험가 제군의 협조에 감사한다.
보상을 받아갈 수 있도록 조치했다.","이제부터는 에테르홀을 이용하여 경계 저편으로 가보거나
자유롭게 탐사하기 바란다…… 모두에게 행운이 있기를!",2002064,2002062,6710303,6710333,6710324,0,0,0,6710323,111101,0,0,28,33,36,3,3,1,0,0,0
32,탐사 임무: 유인향 재료 확보,"우리 아유나르트 가에서 탐사 사업을 진행한 결과, 디아뎀 제도에 서식하는 일부 생물이 다른 종을 유인하는 냄새를 풍긴다는 사실이 판명되었다.
이 효과를 이용한 '유인향'을 제작하여 전투를 효율적으로 이끌고자 한다. 지정한 두 지점에 가, 특정 종을 처치하고 재료를 확보하기 바란다.

임무 중에는 '활동 평가'를 확인하며 주변 탐사를 병행하기 바란다.

※ 돌발 임무를 완료하면 '활동 평가'가 쌓입니다.","여기는 아유나르트 관제탑……
모든 탐사 임무가 완료된 것을 확인했다.","모험가 제군의 협조에 감사한다.
보상을 받아갈 수 있도록 조치했다.","이제부터는 에테르홀을 이용하여 경계 저편으로 가보거나
자유롭게 탐사하기 바란다…… 모두에게 행운이 있기를!",2002059,2002060,6710337,6782944,6710324,0,0,0,6710323,111101,0,0,48,49,50,3,3,1,0,0,0
33,탐사 임무: 고대종 알 확보,"박물학 연구의 일환으로 고대종의 알을 확보했으면 한다. 꼭꼭 숨긴 알은 찾기가 어려우니, 알을 좋아하는 탐욕스러운 쥐들을 이용하라.
우선 마물을 처리하면서 주변을 탐색하다가, 쥐가 나타나면 신속히 제거한 후 알을 빼앗아 회수 지점으로 운반하라.

임무 중에는 '활동 평가'를 확인하며 주변 탐사를 병행하기 바란다.

※ 돌발 임무를 완료하면 '활동 평가'가 쌓입니다.","회수 지점 도착 확인……
거기까지만 옮겨주면 나머지는 우리가 회수하겠다.","모험가 제군의 협조에 감사한다.
보상을 받아갈 수 있도록 조치했다.","이제부터는 에테르홀을 이용하여 경계 저편으로 가보거나
자유롭게 탐사하기 바란다…… 모두에게 행운이 있기를!",0,0,6710294,6710329,6710329,0,0,6798623,6798622,111101,0,0,43,44,47,3,3,2,0,0,5
34,탐사 임무: 고대종 알 확보,"박물학 연구의 일환으로 고대종의 알을 확보했으면 한다. 꼭꼭 숨긴 알은 찾기가 어려우니, 알을 좋아하는 탐욕스러운 쥐들을 이용하라.
우선 마물을 처리하면서 주변을 탐색하다가, 쥐가 나타나면 신속히 제거한 후 알을 빼앗아 회수 지점으로 운반하라.

임무 중에는 '활동 평가'를 확인하며 주변 탐사를 병행하기 바란다.

※ 돌발 임무를 완료하면 '활동 평가'가 쌓입니다.","회수 지점 도착 확인……
거기까지만 옮겨주면 나머지는 우리가 회수하겠다.","모험가 제군의 협조에 감사한다.
보상을 받아갈 수 있도록 조치했다.","이제부터는 에테르홀을 이용하여 경계 저편으로 가보거나
자유롭게 탐사하기 바란다…… 모두에게 행운이 있기를!",0,0,6710332,6710311,6710311,0,0,6798619,6798618,111101,0,0,39,45,47,3,3,2,0,0,5
35,탐사 임무: 시약 효과 시험,"우리 아유나르트 가에서는 디아뎀 제도 탐사 사업을 원활하게 진행하고자 기술 개발에도 힘쓰고 있다. 이번에 그 일환으로 어떤 시약을 조제하는 데 성공했지.
이 '약화 시약'은 특정 생물의 전투 능력을 감소시키는 효과가 있을 것으로 기대되는데, 약효를 직접 확인하고자 하니 모험가 제군이 효과를 시험해 다오.

임무 중에는 '활동 평가'를 확인하며 주변 탐사를 병행하기 바란다.

※ 돌발 임무를 완료하면 '활동 평가'가 쌓입니다.","여기는 아유나르트 관제탑……
시약의 약효 시험이 완료된 것을 확인했다.","모험가 제군의 협조에 감사한다.
보상을 받아갈 수 있도록 조치했다.","이제부터는 에테르홀을 이용하여 경계 저편으로 가보거나
자유롭게 탐사하기 바란다…… 모두에게 행운이 있기를!",2002061,0,6710324,6710302,6710289,0,0,0,6887959,111101,2745,0,51,55,60,1,3,3,0,0,0
36,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,탐사 임무: 과다성 크리스탈 수집,"속성의 힘이 급변하는 디아뎀 제도에서는 에테르 결정화가 진행되고 있다. 강력한 속성의 힘을 띤 이 크리스탈은 중요한 자원이 될 수도 있으므로, 모험가 제군에게 이 '과다성 크리스탈' 수집을 의뢰하고자 한다. 수집한 자원은 '풍요호 좌초 지점'에 있는 '아유나르트 가 비행사'에게 납품하라.

임무 중에는 '활동 평가'를 확인하며 주변 탐사를 병행하기 바란다.

※ 돌발 임무를 완료하면 '활동 평가'가 쌓입니다.","여기는 아유나르트 관제탑……
모든 탐사 임무가 완료된 것을 확인했다.","모험가 제군의 협조에 감사한다.
보상을 받아갈 수 있도록 조치했다.","이제부터는 에테르홀을 이용하여 경계 저편으로 가보거나
자유롭게 탐사하기 바란다…… 모두에게 행운이 있기를!",2002044,2002041,6798630,6798638,6710324,0,0,0,6710323,111101,0,0,16,24,25,4,4,1,0,0,0
