#,Unknown0,Unknown1,Unknown2
2401,,힘겹게 이길 수 있으니 장비를 새로 갖춰라,True
2402,,이길 수 있으나 자만하면 질 것이다,True
2403,,역량은 충분하니 동료와 손발을 맞춰라,True
2404,,역량은 충분하니 동료와 손발을 맞춰라,True
2405,,,False
2406,,,False
2500,운세,시간신 같은 신념이 있다면 다른 이에게 현혹되지 않으리라,True
2501,,지식신 같은 지혜가 있다면 나쁜 일도 헤쳐 나갈 수 있으리라,True
2502,,전쟁신 같은 의지가 있다면 계속 싸워나갈 수 있으리라,True
2503,,달의 신 같은 시야가 있다면 대세를 읽을 수 있으리라,True
2504,,태양신 같은 호기가 있다면 동료를 이끌 수 있으리라,True
3100,모험,움직이기 전에 목적지를 정하라,True
3101,,이종족을 만나면 솔선해서 부탁을 들어주도록 하라,True
3102,,방해물이 없으니 가는 길에 행운이 따르리라,True
3103,,혼자 하는 여행에 어려움이 있으니 친구와 함께 걸을지어다,True
3104,,맨 처음 방문했던 도시로 가면 운이 트이리라,True
3105,,용사들이 모이는 땅에서 실력을 보여라,True
3106,,무기를 만들어 힘을 추구하라,True
3200,인연,연락을 게을리하지 말고 부지런히 소식을 전하면 평안하리라,True
3201,,옛 친구와 연이 닿으리니 회포를 풀도록 하라,True
3202,,때늦은 만남이 있으니 진득하게 기다려라,True
3203,,다른 이를 도우면 인연을 만나리라,True
3204,,지금의 인연을 귀하게 여기고 더욱 견고히 하라,True
3205,,고독도 마음먹기에 따라 즐거우리라,True
3206,,안경을 쓰면 타인의 진심을 읽을 수 있으리라,True
3300,금전,가지고 있을수록 손해가 나니 팔아라,True
3301,,살림살이를 잘 정리하라,True
3302,,손해를 두려워하지 않으면 소소한 이익을 얻으리라,True
3303,,지출은 크겠지만 원하는 물건을 손에 넣으리라,True
3304,,친구의 도움으로 얻는 것이 있으리라,True
3305,,,False
3306,,,False
3400,투쟁,지겠지만 바닥에 누운 횟수만큼 강해진다,True
3401,,방심할 수 있으니 끝까지 긴장하고 도전하라,True
3402,,수행에 잡념이 많으니 매사에 온 힘을 다하라,True
3403,,동료와 함께 단련하라,True
3404,,동료와 함께 단련하라,True
3405,,,False
3406,,,False
3500,운세,해신 같은 격정이 있다면 운명의 파도에 저항할 수 있으리라,True
3501,,여행신 같은 느긋함이 있다면 작은 실패에 연연하지 않으리라,True
3502,,별의 신 같은 달관이 있다면 운명에 농락당하지 않으리라,True
3503,,파괴신 같은 엄격함이 있다면 곤란한 상황도 타파할 수 있으리라,True
3504,,제작신 같은 기교가 있다면 장비가 부서져도 걱정이 없으리라,True
4100,모험,계획을 충분히 세워라,True
4101,,무리하면 좋지 않으니 몸을 잘 돌보며 여행하라,True
4102,,메기를 닮은 자가 길을 가로막을지니 조심하라,True
4103,,방해물이 없으니 평소처럼 임하라,True
4104,,재앙이 있으리니 자신이 주변 사람들을 도와라,True
4105,,토끼가 많은 땅으로 가라,True
4106,,저편을 추억하며 기분을 전환하라,True
4200,인연,옛 지인 중에 좋은 인연이 있으나 뒤를 조심하라,True
4201,,마음이 기우나 망설여진다,True
4202,,소문에 휘둘리지 말고 동료를 믿어라,True
4203,,싸움의 싹이 보이니 배려를 잊지 말아라,True
4204,,오해를 살지도 모르나 성의를 다하라,True
4205,,열두 길을 둘러보며 망설이니 믿음을 가져라,True
4206,,가까운 곳에서 만남이 적으니 물리적인 경계를 넘어가라,True
4300,금전,침착하게 행동해야 시세를 잘못 보지 않는다,True
4301,,복권 운이 없으니 느긋하게 기다려라,True
4302,,재고가 쌓이지만 헛되지는 않다,True
4303,,이익은 적으나 집사 장비를 새로 갖추면 행운이 있으리라,True
4304,,흉어의 기운이 있으니 낚시는 때를 가려라,True
4305,,,False
4306,,,False
4400,투쟁,동행자에 따라 다르니 관대한 마음으로 도전하라,True
4401,,두려움은 실패로 이어지니 단단히 각오하고 싸움에 임하라,True
4402,,빨리 이기려다가 시간이 더 걸릴 수 있다,True
4403,,승리하지만 원하던 보상을 얻기는 어려우니 반복해서 도전하라,True
4404,,승리하지만 원하던 보상을 얻기는 어려우니 반복해서 도전하라,True
4405,,,False
4406,,,False
4500,운세,파괴신의 번개 같은 갑작스러운 불행에 평소 대비하라,True
4501,,전쟁신의 방패 같은 고난의 벽에도 과감하게 부딪쳐라,True
4502,,달의 신의 수호견 같은 사나운 적에게는 대책을 세운 후 도전하라,True
4503,,해신의 파도 같은 고난에는 때를 기다렸다가 대처하라,True
4504,,지식신의 두루마리 같은 난제에는 새로운 지식으로 답을 찾아라,True
5100,모험,날씨도 돕지 않으니 진득하게 기다려라,True
5101,,방심하면 축제를 놓치니 잊지 말고 참가하라,True
5102,,순서가 올 때까지 조금 더 기다릴지어다,True
5103,,감옥에 갈지도 모르니 평소 행동거지를 되돌아보라,True
5104,,방심하면 파멸하리니 유성에 대비하라,True
5105,,어두운 땅에서 운을 높여라,True
5106,,그리운 시작을 떠올려라,True
5200,인연,소식이 있을지니 상대를 배려하고 말을 가려라,True
5201,,이루어지지 않으니 과분한 상대를 넘보지 말라,True
5202,,깊이 엮이면 진흙탕에 빠진다,True
5203,,말하고 나서 후회하면 늦으니 주의하라,True
5204,,붕괴의 조짐이 보이니 성의에 보답하라,True
5205,,이별이 가까우니 이야기를 나누면 막을 수 있으리라,True
5206,,허영으로 신뢰가 흔들리니 자중하라,True
5300,금전,탐낼수록 작은 숫자가 나오니 마음을 비우고 도전하라,True
5301,,마법 문양과는 인연이 없으니 동료의 지도에 의지하라,True
5302,,즐기는 것이 최고이니 오락장에서는 욕심을 버려라,True
5303,,상급 마테리아일수록 잘 깨지니 목욕재계하고 도전하라,True
5304,,석판 모으기를 잊을 수 있으니 일찌감치 마쳐라,True
5305,,,False
5306,,,False
5400,투쟁,벼락치기는 실패하기 마련이니 갈고닦아온 기술로 도전하라,True
5401,,잡념이 많으니 집중해서 온 힘을 다하라,True
5402,,고전이 계속되니 노력의 방향을 바꿔라,True
5403,,이기지 못해 괴로울 때일수록 동료들과 서로 격려하라,True
5404,,벼락치기는 실패하기 마련이니 갈고닦아온 기술로 도전하라,True
5405,,,False
5406,,,False
5500,운세,별의 신 같은 어긋난 사랑을 놓지 못하면 파멸에 이르리라,True
5501,,상업신 같은 양면성을 놓지 못하면 오해를 사고 신용을 잃으리라,True
5502,,대지신 같은 분노를 놓지 못하면 싸움이 길어지리라,True
5503,,시간신 같은 혼돈을 놓지 못하면 사태는 더욱 악화되리라,True
5504,,태양신 같은 호기로움을 놓지 못하면 주위를 불태우게 되리라,True
