key,0,1,2,3,4,5,6,7,8,9
8,8,0,0,69478,72608,72508,1,"アギー・グローヴァー","애지 글러버","17세. 휴런족. 보즈야 구역 마르트르브예 출신.
보즈야 저항군의 일원이자, '신생 군힐드의 검' 중 한 명.

권술, 검술, 유술, 창술 등 온갖 무술을 가르치는 '취일문'의 권술사.

보즈야의 오래된 항구 도시인 마르트르브예의 인구는 20만명. 일을 찾아 지방에서 온 노동자가 많은 번잡한 도시로, 노숙자와 고아도 많다. 전쟁과 질병, 갖은 사건으로 당국에 체포된 보즈야인을 부모로 둔 아이들……. 부모를 잃은 고아는 대부분 하수가 흐르는 지하 시설에 모여 살고 있었다. 애지도 그런 '하수구 아이' 중 하나였다.
애지는 부모님을 모르고, 자신의 진짜 이름도 모른다. '애지'라는 이름은 추운 겨울날 동사 직전인 애지를 구해준 제국 복지국 직원이 지어줬다.
보호를 받게 된 5살 이전의 기록은 없다. 부모와 함께 살던 시절도 기억하지 못한다. 애초에 애지는 말조차 하지 못했다고 한다.
하수구 아이 시절 기억하는 유일한 것은 제피르의 맛. 마시멜로와 비슷한 달콤한 과자로, 애지가 가장 좋아하는 음식이다.

복지국은 애지를 무예의 명문 '취일문'에 맡겼다. 애지는 눈 깜짝할 사이에 읽기와 쓰기를 익혔고, 사형제들 상대로 실력을 쌓으며 무럭무럭 성장했다. 보호 당시에는 죽은 사람처럼 눈동자가 어둡고 생기가 거의 느껴지지 않았던 애지가, 지금은 밝고 붙임성 있는 성격으로 취일문의 분위기 메이커가 되었다.
특히 블라즈와 벨리보즈, 두 사람과 마음이 맞은 애지는 그 둘에게 지지 않으려 권술에 매진했다. 재능이 있었는지, 아니면 노력이 결실을 맺은 것인지, 16살에 스승의 기술을 모두 전수받았다.
애지는 저항군에 참가한 후에도 툭하면 가라앉고 까칠해지기 쉬운 분위기를 밝게 바꾸었다. 그녀는 모두의 우상이 되었고, 그런 애지가 '신생 군힐드의 검'으로 선택된 것에 블라즈와 벨리보르는 기뻐했다. 바이샤엔의 정치적 배려임을 애지는 눈치챘지만, 겉으로 티내지는 않았다. 지금도 그녀는 부상병에게 힘을 북돋워주고자 밝게 행동한다.
"
9,10,0,0,69478,72610,72510,3,"エルネイス・ピル・ロングス","에르네이스 피르 롱구스","24세. 휴런족. 란디스 몽팔코네 출신.
갈레말 제국 제IV군단 '마수대대' 소속 전령장.

마수왕 라이언을 동경하여 '마수대대'에 지원한 젊은이. 직접 작전을 세우고 상황에 따라 다채롭게 변경하는 라이언의 지휘는 무엇 하나 기발하지 않은 것이 없으며, 사관학교에서는 절대로 배울 수 없는 것이다. 때문에 중앙의 장수들은 라이언을 변방의 시골뜨기 정도로 업신여기고 있다. 실제로 장수답지 않은 거친 말투와 차림새, 인간보다도 마수에게 사랑을 쏟는 모습은 '야만족 장수'로 보일 만하다.
에르네이스도 입대 직후에는 그렇게 생각했다. 하지만 4년 전, 달마스카 구역에서 일어난 반란을 진압하면서 그 생각은 정반대로 바뀌었다. 라이언은 입이 험할지언정, 부하들 이름을 하나하나 다 기억하고 각각의 약점을 적확하게 지적했다. 전쟁터에서는 누구보다도 먼저 적과 대치하며 몸을 사리지 않고 위험에 뛰어들었다. ""죽는 녀석은 그냥 약한 거다""라고 라이언은 입버릇처럼 말했고, 그 말대로 전쟁터에서 죽는 자는 실력 없는 겁쟁이뿐이었다. 라이언이 인간보다 마수에게 애정을 보이는 이유는, 병사들이 죽지 않도록 마수를 방패로 쓰는 병법을 구사하기 때문이다. 마수들이 죽는 확률이 훨씬 높기 때문에 죽음에 가장 가까이 있는 마수를 사랑하는 연인처럼 아끼는 것이다. 그것을 깨달았을 때, 에르네이스는 라이언을 스승으로 모시고 '마수대대' 소속이 되었다.

아래는 몽팔코네 지역 신문인 '큐리어스'에 게재된 에르네이스의 기사에서 발췌한 내용이다.
(기자) 제IV군단 동료들에게 '충견'이라고 불리신다던데, 야유라고 생각하진 않으시나요?
(에르네이스) ……그 녀석들은 날 부러워하는 거야.
(기자) 왜 그렇게 생각하시죠?
(에르네이스) 녀석들은 대개 겉과 속이 다르지. 얌전히 상관의 명령을 따르는 척하면서 내심 반발하고 있어.
(기자) 군인이라면 상관에게 절대복종해야 하지만, 그들도 인간이니까요.
(에르네이스) 하지만 나는 달라. 마음속 깊이 라이언 님을 숭배하니까. 영혼 밑바닥부터 그를 따라갈 준비가 되어 있어. 마음대로 지껄이라고 해…… 나에게는 훈장이나 마찬가지야. 그렇게 불리는 것이 무엇보다 행복하고…… 자랑스럽게 생각해!

(기자) 라이언 님, 롱구스 전령장은 이렇게 말씀하셨는데, 당신은 어떻게 생각하시죠?
(라이언) 이야, 까맣게 잊고 있었는데 방금 이야기를 듣고 생각났어. 그 강아지 같은 꼬맹이 말이지. 그렇게 기운이 넘치는 녀석은 좋아하지만…… 대개 빨리 죽더라고, 그런 녀석들이.
(기자) ………….
"
10,13,0,0,69478,72611,72511,2,"クラリシー・クォ・プリスクス","클라리시 쿠오 프리스쿠스","33세. 엘레젠족.
갈레말 제국 제IV군단 '마수대대' 소속 백인대장.

거만한 말투 등으로 미루어 보아 가식적인 면이 강하고 성격도 특이한 클라리시이지만, 그것은 그녀의 외적인 측면, 즉 페르소나이다.
클라리시가 제IV군단의 일원이 된 지 약 10년. 그녀는 마수왕 라이언이 인정하는 마수조련사 중 한 명이다. 사람들은 마수를 뜻대로 조종하는 그녀를 '마녀'라고도 불렀다. 소문에 따르면 그녀는 이 세상에 존재하지 않는 듯한 신비한 발음으로 인간의 언어가 아닌 말을 하며, 그 말로 마수를 부린다고 한다. 반면 이렇게 말하는 사람도 있다. 그렇지 않다. 그것은 그녀를 싫어하는 사람들이 흘린 악의 가득한 소문이다. 그녀는 '마녀'가 아닌 '성녀'이다. 다친 병사와 마수를 위하여 몸 바쳐 싸우는 그 모습은 전설의 군신이자 여신인 그라디아 그 자체라고 한다. 실제로 그녀가 전쟁터에서 세운 무공은 셀 수 없을 정도이다.
두 소문 다 사실일지도 모른다. 동료를 위하여 그 누구보다 앞장서서 싸우는 모습은 그야말로 '성녀', 한편 마수를 조종하며 무자비하게 적을 사냥하는 모습은 '마녀'가 틀림없다. 어느 쪽이든 그녀의 눈동자를 본 자는 요염한 눈빛에 매료되거나 두려움에 떨거나 둘 중 하나이다…….

그녀의 과거를 아는 자는 극히 적다.
클라리시는 국경을 넘어 여행하는 유랑민인 에슈와족 출신이다. 제국 지배하에서 정착을 권장하는 정책이 시행되었으나, 에슈와족은 그것을 거부했다. 군단장인 가브란스는 절충안으로서 일정 기간 동안 병역을 이행할 사람을 넘기면 지금까지처럼 살아도 된다고 제안했다. 에슈와족은 그 조건을 받아들여 젊은 남성 여러 명을 내주었다. 클라리시의 남편도 그중 하나였다. 그녀의 남편은 마수왕 라이언 휘하의 마수대대 일원으로 참가했지만 첫 출전에서 덧없이 목숨을 잃고 말았다. 결혼한 지 몇 달 지나지 않았을 때의 일이었다. 가브란스 대신 조문을 온 라이언은 남편을 죽게 해서 미안하다고 사죄했다. 남편을 잃은 클라리시는 남편 대신 자신이 병역을 수행할 테니 더는 일족 남자들을 빼앗아가지 말아달라고 탄원했고, 라이언은 이를 승낙했다. 이후로 그녀는 '마녀'와 '성녀' 가면을 번갈아 쓰며, 죽은 남편의 넋을 달래고 일족의 평화를 지키기 위하여 싸우고 있다…….
"
11,14,0,0,69478,72612,72512,5,"サルトヴォアール・クォ・ソラノス","사르토부아르 쿠오 소라누스","61세. 엘레젠족. 구 란디스 공화국 만토바 출신.
갈레말 제국 제IV군단 '술사대대' 소속 상급 백인대장.

보즈야를 침공한 제IV군단은 초대 솔 황제의 명에 따라, 다음 목표인 구 달마스카 왕국을 침공할 준비를 하고 있었다. 당시의 군단장 바슈 반 가브란스에게는 달마스카의 마술사 부대가 위협적이었다. 독으로써 독을 제압한다…… 까지는 아니지만, 가브란스는 제IV군단에 그와 유사한 마술사 부대를 편성하여 대항하려고 계획했다. 그가 제일 먼저 주목한 것은, 구 란디스 공화국에서 유일하게 마술을 무기로 한 마술기사단을 보유한 도시 만토바였다. 제국은 자신들의 지배를 받아들인 국가의 기사단을 해체하여 제국군으로 재편하는 수법을 사용하곤 했는데, 이는 구 란디스 공화국도 마찬가지였다. 하지만 마술을 위협으로 인식했던 제국은 마술기사단을 탄압하였고, 소속 마술사들은 죽음을 피해 각지로 도망쳤다. 가브란스는 그렇게 도망친 만토바의 마술사들을 찾아다녔다.

사르토부아르도 그중 한 명이었다. 그는 만토바 인근 작은 농촌에서 정체를 숨기고 작은 학교를 운영하다가 제IV군단에게 들키고 말았다. 사르토부아르는 제안을 받고 거절했지만, 제국과 유사하면서도 다른 가브란스의 사상에 흥미를 가지게 된다. 제IV군단은 오랜 시간 동안 끈질기고 정중하게 사르토부아르를 설득했다. 어느 날, 학교에 낯선 무인이 찾아왔다. 칼도 차지 않고 호위도 없는 초로의 무인…… 사르토부아르는 자신의 마술로는 그를 쓰러뜨릴 수 없다는 것을 금세 깨달았다. 그 무인이 바로 바슈 반 가브란스였다. 가브란스 본인과 직접 대화를 나눌 기회를 얻은 사르토부아르는 그의 가치관과 사상에 깊이 감명받아 충성을 맹세했다.

그 후로 삼십여 년이 지나 요술사 알비레오가 가담하면서 제IV군단의 마술은 더욱 높은 경지에 이르렀으나, 그 기반은 어디까지나 만토바의 마술사들이다. 사르토부아르는 이를 긍지로 여기며 융통성을 발휘하여 알비레오에게 마술을 배웠다. 그렇게 그는 현 군단장인 노아 반 가브란스와 함께 죽은 바슈의 유지를 실현하려 한다…….
"
12,15,0,0,69478,72613,72513,3,"シシニアス・マル・ヴェリュータス","시시니우스 말 벨루투스","42세. 갈레안족. 갈레말 제국 갈레말드 출신.
갈레말 제국 제IV군단 '기계화 보병대대' 소속 기술사관.

갈레말 제국 초월기술 연구소에서 마도기사장 아울루스 말 아시나를 사사하고 연구원으로 활동했다. 알라미고 함락과 함께 초월기술 연구소가 해체되고 연구 데이터가 갈레말드로 보내질 때 시시니우스에게도 갈레말드로 귀환하라는 명령이 내려졌지만, 그는 원래 고대 알라그 제국의 유물과 잃어버린 기술이 연구 대상이었기 때문에 제IV군단으로 전속시켜줄 것을 요청했다. 제IV군단이 전부터 '성유물'이라고 불리는 고대 보물을 수집했다는 소문을 들은 데다가, 귀환 명령과 동시에 제IV군단에서 스카우트를 받았기 때문이다. 군단장 가브란스와 성유물 탐색 책임자인 메네니우스는 시시니우스의 재능을 인정했고, 시시니우스 또한 가브란스의 사상에 감명받아 충성을 맹세했다. 이리하여 시시니우스는 제IV군단의 마도기사장으로 취임했다.

현재는 달마스카 남쪽의 발나드 해에 있는 리도르아나 대등대에서 회수한 고대 병기와 기구의 부활을 목적으로 연구를 계속하고 있다. '노동' 시리즈는 이미 작동 원리 조사를 마쳤고, 새로운 마도병기로서 실전에 투입할 수 있는 선까지 연구가 진행되었다. 시시니우스는 이 신병기를 실전에 투입하기 전에 데이터를 수집하고자 남부 보즈야 전선에 부임한 것이다. 그저 연구실에 처박혀 있는 학자가 아니라 자신의 눈과 귀와 손으로 데이터를 모으는 성향은 스승에게 배운 것일까…….
"
13,9,0,0,69478,72609,72509,2,"ロフィー・ピル・ポティトゥス","로피 피르 포티투스","19세. 미코테족. 달마스카 구역 발나인 출신.
갈레말 제국 제IV군단 '술사대대' 소속 선발병.

로피는 탈영병이다. 적전 탈영은 중대한 군법 위반이며, 제국군에서는 어지간한 이유가 아닌 한 '사형'에 처해진다. 그녀의 경우, 실험 동물인 '모노케로스'를 탈취해 도주했다. '모노케로스'는 술사대대의 귀중한 실험 동물이며, 그것을 은닉하기만 해도 문제가 되는데 적전 탈영까지 했으니 잡히는 즉시 사형당해도 이상하지 않다…… 아니, 그렇게 될 것이 뻔한 중죄다. 로피는 이를 잘 알면서도 대대를 이탈했다…… 어째서인가?
제국군은 '마술'을 실전에 배치하는 데에 소극적이었다. 에오르제아와 같은 타지에서 술식을 유입하더라도, 갈레안족은 원래 마술에 익숙하지 않으므로 제국 시민과 식민지 주민에 맞게 술식을 조정해야만 한다. 때문에 기초 연구부터 개량까지 우선 동물과 마수, 요마를 대상으로 실험을 거듭했다.
로피는 재능 있는 신입 소환술사였다. 마술을 사용하기에 충분한 에테르를 지녔으며 누구보다도 정확하게 술식을 구사하는 기술은 다른 동기들보다 몇 단계나 위였다. 마술 학교를 월반해서 졸업한 로피는 제IV군단에 입대, 엄격한 훈련을 거친 후 알비레오 휘하의 '술사대대'에 배속되었다. 그녀의 임무는 새로운 마술을 조정하고 개량하는 것이었다. 그러나 로피는 보즈야에서 잔혹한 현실을 마주한다. 많은 야생 동물과 마수, 요마가 마술 실험체로서 학대받고 있음을 알게 된 것이다.
로피는 '모노케로스'라는 마수 한 마리를 그녀가 연구하는 마술의 실험 대상으로 쓰라고 지시받았다. '모노케로스'는 언데드를 없애는 '정화의 빛'을 사용하는 진귀한 마수이다. 개체수가 적어 귀한 마수임에도, 오히려 귀하기 때문에 붙잡혀 실험대상이 되었다. 모노케로스는 혹독한 실험을 몇 번이나 견뎌냈지만, 결국 실험으로 살처분하라는 지시가 내려왔다. 로피는 자신이 창조한 마술이 얼마나 무거운 죄를 지녔는지 제대로 인식하게 되었다. 깊은 후회와 실망 속에서 로피는 결심했다. 이 마수를 도망시키자, 그리고 나도 제국을 버리자…… 라고.
"
14,11,0,0,69478,72614,72514,5,"ダボグ・アン・イニヴァシュ","다보그 안 이니비쉬","34세 추정. 로스가르족. 보즈야 구역 출신.
갈레말 제국 제IV군단 '기계화 보병대대' 소속 특수병.

고화력 육지전 마도 병기 '비질' 및 신형 비행 마도 아머 '가브리엘'의 조종사. 두 마도 병기를 조종하기 위하여 '최적화'된 강화병이다.
달마스카 발나인에는 제국에서 개발된 수많은 마도 병기가 보관되어 있다. 이 마도 병기들은 마도기사장 시시니우스의 지휘 아래, 개조를 거쳐 고성능 병기가 되어 실전에 배치되었다. 그중에서 '비질'과 '가브리엘'은 물리적 조종뿐 아니라 정신을 통한 조종으로 더욱 빠르고 섬세하게 기동하는 것이 가능하다. 단, 조종은 강화병만이 할 수 있다. 정신 감응력을 높여 기계와 정신을 동기화할 수 있도록 강화된 특수한 조종사가 필요하기 때문이다.
시시니우스의 말에 따르면, 이는 아직 시험 단계이며, 이론적으로는 완성되었으나 살아있는 인간에게 사용하는 이상 어떠한 위험과 예상 외의 문제가 발생할지 모른다고 한다. 때문에 곧 다가올 달마스카 저항군과의 전면 충돌에 대비하여 보즈야에서 미리 시험해 본다는 것이 그의 계획이었고, 이 성능 실험의 피험자로 선택된 사람이 다보그였다.

다보그는 자원해서 입대한 것이 아니다. 오히려 제IV군단과 싸우는 저항군의 일원이었다.
15년 전, 보즈야 사건 때 부모와 형제를 잃은 다보그는 곧바로 저항군에 들어갔다. 가족의 원수를 갚기 위하여 싸웠지만, 2년 전 작전에 실패하여 제국군에 붙잡혔다. 포로가 된 다보그는 2번째 탈주를 시도하던 중 성벽에서 떨어지는 바람에 목뼈가 부러지고 말았다. 누가 봐도 회복은 불가능해 보였고, 길어야 일주일이라는 사망 선고가 내려졌다.
제IV군단은 원래 시험을 목적으로 한 인체 실험을 금지한다. 어디까지나 실용성과 안정성이 입증된 경우에만 허가한다는 것이 규칙이다. 그런데 죽어가는 다보그를 살린다는 명목으로 시험적인 인체 실험이 비밀리에 진행되었다. 제IV군단에서 가브란스가 정한 '포로에게 최저한의 인도적 배려를 한다'는 규칙을 시시니우스가 악용한 것이다.
이렇게 강화병으로 개조된 다보그는 신형 마도 병기의 조종사로서 전쟁터로 돌아왔다. 시시니우스는 '최저한의 인도적 배려'를 거듭했다. 다보그가 옛 동포를 죽이고 괴로워하지 않기를 바란다는 이유로, 그의 기억을 지운 것이었다…….
"
15,12,0,0,69478,72615,72515,4,"ユンブ・ピル・ポティトゥス","윤부 피르 포티투스","24세. 미코테족. 달마스카 구역 라베나 출신.
갈레말 제국 제IV군단 '술사대대' 소속 선발병.

치유술사인 윤부는 그 능력을 살려 휘하의 병사들과 함께 전쟁터에서 싸우는 젊은이다.
갈레말 제국 내부에서는 바리스 황제가 암살당하고 후계자가 없어 내란이 시작되었다는 사실을 이미 일반 병사들도 많이들 알고 있다. 본국의 지휘 계통이 붕괴되고, 강건했던 대제국이 무너져 간다…… 설마 그런 일이 벌어지리라고는 아무도 생각하지 못했다. 그러나 윤부는 달랐다. 누구보다도 가브란스 군단장의 사상에 경도되었던 그녀는 지금이 절호의 기회라고 판단했다. 제국 지배에서 벗어나 새로운 '낙원'을 만들려면 바로 지금이다. 구 란디스 공화국을 재건하는 것도 아니며, 달마스카와 보즈야를 부활시키는 것도 아니다. 새로운 국가를 수립하는 것이다.
제국이 붕괴되는 바람에 미래가 보이지 않게 된 병사도 많다. 식민지 주민이라면 더욱 불안할 것이다. 윤부는 본국에 가족을 두고 온 사람들에게 제국을 빠져나와 이곳에 모이도록 권유했다. 불안한 마음에 저항군 쪽으로 기우는 사람들에게는, 자기들이 반드시 저항군을 물리치겠다며 결심을 말했다.
윤부가 이렇게 생각하게 된 것은 자신의 출신 때문이다. '포티투스'는 제국이 지배하는 식민지에 사는 '시민권을 얻은 미코테'들이 많이 쓰는 이름이다. 그녀는 부모를 잃은 고아였다. 거리의 아이로 자란 윤부는 자신의 처지를 한탄하는 다른 아이들과는 달리, 언젠가 시민권을 얻으리라는 꿈이 있었다. 그러려면 학문을 익혀야 한다고 생각했기 때문에, 학교에 몰래 숨어들어 수업을 훔쳐보는 것이 그녀의 일과가 되었다. 어느 날, 복지국의 보호를 받게 된 윤부는 다른 아이와 달리 읽고 쓸 수 있었기에 예비군을 양성하는 중등 교육 기관으로 보내진다. 여기서 가브란스의 사상에 대해 알게 된 윤부는 그의 추종자가 된다. 가브란스를 경외하고, 가브란스를 위하여 싸우는 것만이 이 나라의 국민을 풍요롭게 한다고 맹신하게 된 것이다.
치유술사가 된 윤부는 오늘도 전쟁터에서 동료를 구하기 위해 애쓰고 있다.
"
16,19,0,1,69478,72619,72519,3,"ミーシィヤ・ヴォートヤシュ","미시야 보트야쉬","29세. 루가딘족. 보즈야 구역 출신.
보즈야 저항군에 잠입한 제IV군단 공작원.

보즈야의 빈민가에서 나고 자랐다. 제국의 정책에 따라, 복지국의 허가를 받아 학교에 다니며 학문에 정진했다. 성적이 우수하여 특대생으로서 장학금을 받고 제국 수도의 최고학부로 진학, 민속학과 선사학을 배웠다. 그래서 보즈야의 역사와 민족에 조예가 깊다.

투신 세이브 더 퀸을 부활시키기 위해, 저항군에 '군힐드의 검'을 복각시키게끔 조언한 사람이 미시야이다. 그녀가 저항군을 적으로 돌리고 제IV군단을 따르는 이유는 두 가지. 하나는 보즈야에 남아 있는 뿌리 깊은 빈곤 문제에 기인한다.

제국이 지배하기 전인 소국 보즈야 시대에는 약 70%에 달하는 국민의 소득이 전체 평균 소득의 1/2에 미치지 못하였으며, 그중에서도 빈민가에 사는 자들의 소득은 평균의 1/3밖에 되지 않았다. 지배 계급인 귀족과 대상인들이 부를 독과점하는 것이 원인이었다. 제국의 식민지가 되고 나서 이러한 상태는 점차 완화되었으나, 보즈야 같은 대도시에서는 여전히 집이 없는 노숙자나 부모를 잃고 거리에 나앉은 아이들을 볼 수 있었다.
미시야도 그러한 빈곤층에서 태어나 빈민가에서 자란 보즈야인이다. 어릴 적에는 끼니를 거르는 날도 많았고, 쓰레기 더미에서 조금이라도 쓸 만한 물건을 주워다 파는 것이 일과였다. 이렇게 극도로 빈곤한 아이들에게 의식주와 교육 기회가 주어지지 않는 것을 문제로 생각한 제국은 복지국을 설치하여 아동 구제에 힘썼으나, 실제로 도움을 받을 수 있었던 아이들은 전체의 절반도 되지 않았다.
미시야의 경우 다행히도 학교에 다니게 되었고, 우수한 성적을 거두어 특대생으로서 제국 수도에 있는 대학에 진학할 수 있었다. 그러나 보즈야에서는 '부유한 자'가 빈곤층을 마치 사회악처럼 대하는 일이 일상다반사였다. 면전에서 욕을 하는 경우도 허다했고 물리적인 괴롭힘을 당한 적도 있다. 어느새 그녀는 '부유한 자'를 증오하게 되었다.
또한 미시야는 마지막 여왕 군힐드와 같은 핏줄로, 먼 후손이다. 그래서 여왕의 비참한 최후를 알고 있었다.
자신이 '가지지 못한 자'인 것. 여왕이 암살당한 것. 이 두 가지 이유로 그녀는 보즈야 사회에 깊은 불신을 품게 되었고, '자신은 이 사회의 일원이 아니다'라는 의식이 강해졌다.

또 다른 이유로 제IV군단의 사상이 있다. 가브란스 부자는 병사란 능력과 충성심만 있으면 된다고 공언해왔다. 출신, 문화, 종교, 성별을 불문하고, 능력이 있고 제IV군단에 충성을 맹세한다면 누구든지 평등하게 대우한다…… 이것이 가브란스 부자의 방침이다. 미시야는 이 방침에 매력을 느꼈다.

마음에 상처를 입은 미시야를, 이제 누구도 막을 수 없을 것이다…….
"
17,17,0,0,69478,72617,72517,5,"ライアン・レム・ヘルソス","라이언 렘 헬소스","68세. 휴런족. 구 란디스 공화국 안베르크 출신.
갈레말 제국 제IV군단 천인대장.

가브란스 부자를 2대째 섬기는 용맹한 장수. 죽은 바슈 반 가브란스와 마찬가지로 란디스 공화국 출신의 전사이다. 반세기 전의 보즈야 침공 때, 10대였음에도 백인대장으로서 임무을 맡았다고 한다. 현 군단장인 노아 반 가브란스를 어릴 적부터 알고 있어서인지 아직도 그를 '노아 도련님'이라고 부른다.

메네니우스 휘하의 보즈야 구역 분견대 소속. '마수대대'를 지휘하고 있다. '마수왕'이라는 이름대로, 마수조련사로서 손수 키운 마수와 함께 저항군과 대치한다.
68세라는 고령이지만 아직도 일기당천의 전투 능력을 자랑하며, 오랜 전쟁터 생활로 길러진 용병술을 구사하는 장수이다. 다만 자신이 세운 작전을 무시하고 단독으로 출격하는 일도 종종 있다. 이기는 것보다 강한 상대와 싸우는 걸 좋아하기에 결투를 신청하는 일도 잦은 듯하다. 군사 전략을 소용없게 만드는 행동 때문에 상관인 메네니우스에게 질책을 당하기도 한다. 전투와 전쟁을 무척 즐기는 열렬한 무투파로, 메네니우스가 선호하는 모략이나 계략 같은 것을 몹시 싫어한다. ""용사라면 주먹으로 말해라.""가 그의 말버릇이다.
"
18,18,0,0,69478,72618,72518,3,"メネニウス・サス・ラナトゥス","메네니우스 사스 라나투스","45세. 엘레젠족. 갈레말 제국 갈레말드 출신.
갈레말 제국 제IV군단 분견대장.

정보 무관으로서 밀정을 통솔하여 여러 정보를 수집하고, 군사 전략 등을 군단장인 가브란스에게 조언하는 위치에 있다. 또한 달마스카와 보즈야 등 남쪽 식민지에서 성유물 탐사대를 지휘하고 있으며, 고대 알라그 제국과 이발리스 왕국 등 현재의 지식으로는 재현할 수 없는 과학과 마도를 손에 넣으려 한다.
이번 보즈야 저항군의 대규모 반격으로 인하여 보즈야 구역 분견대장으로서 카스트룸 라쿠스리토레에 부임했다. 3개 대대를 이끌고 있는데, 구체적으로는 마수왕 라이언이 지휘하는 '마수대대', 요술사 알비레오가 지휘하는 '술사대대'와 자신이 직접 지휘하는 제국의 일반적인 마도 병기 부대 '기계화 보병대대'가 있다.

라나투스 가문은 갈레말 공화국 시대에는 유력 귀족으로 이름이 알려졌으나, 메네니우스의 조부인 타이러스가 당시 독재관이었던 솔 조스 갈부스의 황제 즉위에 반대하여 쫓기게 되었다. 타이러스는 유랑 끝에 병사하고, 그의 아들인 루시우스는 변경에서 싸우던 제IV군단에 거두어진다. 그 후, 두각을 나타낸 루시우스는 실력을 인정받아 바슈 반 가브란스의 부관 중 하나로 활약했다. 라나투스 가문을 일으키려는 루시우스는 바슈의 권유로 엘레젠족인 몰락 귀족의 딸과 혼인했다. 그녀에게는 이미 아들이 하나 있었는데, 루시우스는 그 아들을 자신의 양자로 들였다. 그 아들이 메네니우스이다.
현 군단장인 노아 반 가브란스와 메네니우스는 어린 시절부터 친구 사이로, 때문에 그는 가브란스 부자에 대한 충성심이 남보다 훨씬 강하다. 더러운 일도 도맡아 하며, 정보 무관으로서 활동하는 것은 그야말로 메네니우스가 바라던 일이었다. 그의 수법은 냉철하고 비정하여, 군단 내에서도 '목적을 위해서는 수단을 가리지 않는 남자'라는 평가를 받는다. 하지만 실제로 그는 가브란스 부자를 위해서 모든 일을 할 뿐이며, 가슴 속 깊은 곳에는 무척이나 뜨거운 마음을 품고 있다.

갈레말 제국에 내란이 일어난 후 가브란스는 숙원을 이루고자 제국에서 독립하는 길을 택한다. 그것은 제국에서 오는 군수품 보급이 끊긴다는 뜻으로, 저항군과의 싸움이 길어질수록 제IV군단은 불리해진다. 그러나 메네니우스는 가브란스를 위하여, 새로운 '낙원'을 만들기 위하여, 병력을 아끼면서 저항군을 혼란에 빠뜨릴 수 있는 작전을 고안해냈다. 그중 하나가 '성검 세이브 더 퀸' 전설을 이용한 작전이었다…….
"
19,16,0,0,69478,72616,72516,3,"サドル・レム・アルビレオ","사드르 렘 알비레오","37세. 엘레젠족. 에오르제아 울다하 출신.
갈레말 제국 제IV군단 천인대장.

메네니우스 휘하의 보즈야 분견대 소속이자, '술사대대'를 지휘하는 마술사이다. 잃어버린 고대 마술에 심취한 나머지, 자신의 마도를 발전시키고 완성하기 위해 포로를 실험대에 올려 죽게 만드는 일도 허다하다. 적의 목숨에는 가치가 없다고 생각하는 냉철한 성격 때문에, 적뿐만 아니라 아군에게도 '요술사'라고 불린다.

울다하에서는 주술사 길드에 소속되어 있었으나, 당시 길드마스터 무무에포가 알비레오의 마음에 감춰진 냉혹함을 일찌감치 눈치채고 위험 분자로 판단, 길드에서 추방했다. 울다하에서 쫓겨난 알비레오는 더욱 강력한 파괴 마법과 소환 마법을 찾아 각지를 방랑했고, 제국이 지배하는 달마스카에 도착했을 때 마침 다양한 재능의 소유자를 모집하던 제IV군단에 술사 부대를 만들어달라는 조건으로 입대했다. 그가 제IV군단에 들어온 후 가브란스는 약속한 대로 술사 부대를 알비레오에게 맡겼고, 지난 15년 동안 다수의 마술사를 육성하여 이윽고 에오르제아 각국과 대등하게 싸울 수 있는 부대를 만드는 데에 성공했다.
이후 메네니우스가 지휘하는 성유물 탐색에 흥미를 느낀 알비레오는 보즈야 저항군과의 싸움에 지원했다. 그리하여 고대 이발리스의 성유물인 '성석' 중 하나가 이 보즈야로 오게 된 것이다…….
"
